Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Single,3rd phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,132.0,Guinean,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119.1,Yes,No,No,Yes,Female,Yes,22,Yes,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate,2807
Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,122.0,Portuguese,Other - 11th years of schooling,Other - 11th years of schooling,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.6,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,11.1,0.6,2.02,Enrolled,2808
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,123.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,116.7,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,2809
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,126.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate level science and engineering technicians and professions,Fixed plant and machine operators,120.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,Enrolled,2810
Single,1st phase - General Contingent,1,Basic Education,Daytime,Secondary education,128.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,124.9,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,2811
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,100.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Other Situation,114.0,Yes,No,Yes,No,Female,No,31,No,0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,Dropout,2812
Single,2nd phase - General Contingent,5,Nursing,Daytime,Secondary education,140.0,Portuguese,Secondary education,Secondary education,Administrative staff,Intermediate Level Technicians and Professions,131.1,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate,2813
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,145.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,129.3,No,No,Yes,Yes,Female,Yes,19,No,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Graduate,2814
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,143.0,Portuguese,Higher education - degree,Basic education 2nd cycle (6/7/8th year) or equiv,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,129.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,2815
Single,2nd phase - General Contingent,1,Social Service,Daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",120.8,No,No,No,Yes,Female,Yes,19,No,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,2816
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135.0,No,No,No,Yes,Female,No,19,No,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate,2817
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,129.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.8,No,No,No,Yes,Female,Yes,19,No,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,10.8,1.4,1.74,Enrolled,2818
Married,Holders of other higher courser,1,Social Services (evening attendance),Evening,Higher education - degree,124.4,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Unknown,Student,Student,130.0,No,No,No,Yes,Female,No,30,No,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,7.6,2.6,0.32,Graduate,2819
Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled,2820
Single,3rd phase - General Contingent,6,Nursing,Daytime,Secondary education,144.0,Portuguese,Secondary education,Secondary education,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.8,Yes,No,No,Yes,Female,No,18,No,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,12.7,3.7,-1.7,Graduate,2821
Single,3rd phase - General Contingent,5,Veterinary Nursing,Daytime,Secondary education,121.0,Portuguese,Higher education - doctorate,Higher education - degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,111.9,Yes,No,No,Yes,Female,No,21,No,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,2822
Single,Technological specialization diploma holders,1,Social Service,Daytime,Secondary education,150.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Unskilled Workers,145.9,No,No,No,Yes,Female,Yes,19,No,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,13.9,-0.3,0.79,Graduate,2823
Single,2nd phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,115.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,109.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,12.4,0.5,1.79,Enrolled,2824
Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary education,125.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Installation and Machine Operators and Assembly Workers,120.3,Yes,No,No,Yes,Female,No,19,No,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled,2825
Single,2nd phase - General Contingent,1,Equinculture,Daytime,Secondary education,117.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Administrative staff,113.5,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Dropout,2826
Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary education,121.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",135.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate,2827
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.2,No,No,No,Yes,Female,Yes,39,No,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduate,2828
Single,1st phase - General Contingent,2,Communication Design,Daytime,Secondary education,129.0,Portuguese,Higher education - degree,Higher education - master's,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,136.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled,2829
Single,2nd phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,130.0,Portuguese,Higher education - degree,Secondary education,Unskilled Workers,Unskilled Workers,126.9,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,2830
Single,2nd phase - General Contingent,5,Management,Daytime,Secondary education,131.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Intermediate Level Technicians and Professions,Armed Forces Professions,119.8,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate,2831
Single,2nd phase - General Contingent,3,Management,Daytime,Secondary education,137.0,Portuguese,Secondary education,Secondary education,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",124.4,Yes,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Enrolled,2832
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,150.0,Portuguese,Higher education - degree,Higher education - degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,120.0,No,No,Yes,No,Female,No,34,No,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled,2833
Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,111.8,No,No,No,Yes,Female,No,22,No,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled,2834
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,Yes,No,No,Yes,Female,No,24,No,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduate,2835
Married,Change of course,1,Management,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,138.0,No,No,No,Yes,Female,No,34,No,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,7.6,2.6,0.32,Graduate,2836
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Unknown,Unknown,Student,Student,114.6,Yes,No,No,Yes,Female,No,46,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,2837
Married,Over 23 years old,2,Management,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,108.0,No,No,No,Yes,Female,No,50,No,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Enrolled,2838
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",140.0,No,No,No,No,Female,No,37,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,2839
Single,1st phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary education,148.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,Unskilled Workers,134.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,17.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate,2840
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,No,No,No,Yes,Female,Yes,25,No,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,11.1,0.6,2.02,Enrolled,2841
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",104.8,No,No,No,Yes,Female,No,46,No,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,15.5,2.8,-4.06,Graduate,2842
Married,Over 23 years old,1,Communication Design,Daytime,Secondary education,160.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",126.5,No,No,No,Yes,Female,Yes,30,No,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduate,2843
Divorced,1st phase - General Contingent,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,118.1,No,No,Yes,No,Female,No,37,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,2844
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,119.9,No,No,No,Yes,Female,No,50,No,0,5,9,2,10.5,0,0,5,7,3,11.0,0,12.7,3.7,-1.7,Enrolled,2845
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,Graduate,2846
Married,Over 23 years old,2,Oral Hygiene,Daytime,Other - 11th years of schooling,133.1,Portuguese,Unknown,Unknown,(blank),(blank),100.5,No,No,No,Yes,Female,No,39,No,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout,2847
Married,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,No,No,No,No,Female,No,53,No,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Dropout,2848
Married,Transfer,1,Management,Daytime,Secondary education,100.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,100.0,Yes,No,No,Yes,Female,No,54,No,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,Dropout,2849
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140.0,Portuguese,Higher education - degree,Higher education - degree,Administrative staff,Specialists in Intellectual and Scientific Activities,140.0,Yes,No,No,Yes,Female,No,19,No,0,6,8,4,14.4,0,0,6,6,5,13.0,0,13.9,-0.3,0.79,Graduate,2850
Single,3rd phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,109.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,109.0,Yes,No,No,No,Female,No,20,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,2851
Single,1st phase - General Contingent,3,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate,2852
Single,Short/cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,130.0,Portuguese,Secondary education,Secondary education,Other administrative support staff,Other administrative support staff,125.8,No,No,Yes,Yes,Female,No,21,No,7,13,21,11,11.909090909090908,0,5,11,14,11,10.727272727272728,0,8.9,1.4,3.51,Graduate,2853
Single,3rd phase - General Contingent,3,Communication Design,Daytime,Secondary education,164.0,Portuguese,Secondary education,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,161.2,Yes,No,No,Yes,Female,No,18,No,1,6,8,6,13.714285714285714,1,0,6,8,6,14.375,0,13.9,-0.3,0.79,Graduate,2854
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Armed Forces Professions,122.0,Yes,No,Yes,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,2855
Single,2nd phase - General Contingent,1,Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary education,Secondary education,Unskilled Workers,Unskilled Workers,127.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,11.1,0.6,2.02,Dropout,2856
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,133.0,Portuguese,Secondary education,Higher education - degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,135.8,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate,2857
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,163.0,Portuguese,Secondary education,Secondary education,Administrative staff,Intermediate Level Technicians and Professions,149.7,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,2858
Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary education,160.0,Portuguese,Higher education - bachelor's degree,Secondary education,Administrative staff,Administrative staff,137.3,Yes,No,No,Yes,Female,No,19,No,0,6,7,5,13.4,0,0,6,6,5,12.8,0,12.7,3.7,-1.7,Graduate,2859
